Stasiun,Curah Hujan,Latitude,Longitude
FL Tobing,13,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,6.9,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,68.8,1.55312,98.89738
FL Tobing,29,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,5.9,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,27.8,1.55312,98.89738
FL Tobing,1.5,1.55312,98.89738
FL Tobing,3.5,1.55312,98.89738
FL Tobing,71,1.55312,98.89738
FL Tobing,15.3,1.55312,98.89738
FL Tobing,2.5,1.55312,98.89738
FL Tobing,0.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,38.7,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,5.3,1.55312,98.89738
FL Tobing,17.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,21.7,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,10.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,1.5,1.55312,98.89738
FL Tobing,1.1,1.55312,98.89738
FL Tobing,20.6,1.55312,98.89738
FL Tobing,3.9,1.55312,98.89738
FL Tobing,51.6,1.55312,98.89738
FL Tobing,23.8,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,22,1.55312,98.89738
FL Tobing,0.6,1.55312,98.89738
FL Tobing,19,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0.3,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,57.7,1.55312,98.89738
FL Tobing,48.7,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,113.6,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,1.6,1.55312,98.89738
FL Tobing,15,1.55312,98.89738
FL Tobing,5.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,22.6,1.55312,98.89738
FL Tobing,26,1.55312,98.89738
FL Tobing,2.8,1.55312,98.89738
FL Tobing,10.2,1.55312,98.89738
FL Tobing,53.8,1.55312,98.89738
FL Tobing,16.6,1.55312,98.89738
FL Tobing,16.7,1.55312,98.89738
FL Tobing,5.5,1.55312,98.89738
FL Tobing,11.8,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,87,1.55312,98.89738
FL Tobing,2.6,1.55312,98.89738
FL Tobing,5,1.55312,98.89738
FL Tobing,19.7,1.55312,98.89738
FL Tobing,88.5,1.55312,98.89738
FL Tobing,4,1.55312,98.89738
FL Tobing,3.6,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,21.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,3.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,23.2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0.5,1.55312,98.89738
FL Tobing,0.5,1.55312,98.89738
FL Tobing,14.1,1.55312,98.89738
FL Tobing,2,1.55312,98.89738
FL Tobing,122.6,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,20,1.55312,98.89738
FL Tobing,50.9,1.55312,98.89738
FL Tobing,2.3,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,1.8,1.55312,98.89738
FL Tobing,25.5,1.55312,98.89738
FL Tobing,6.4,1.55312,98.89738
FL Tobing,0.6,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,2.5,1.55312,98.89738
FL Tobing,1.3,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,8,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,37.4,1.55312,98.89738
FL Tobing,15,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,23.2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,61.4,1.55312,98.89738
FL Tobing,1.5,1.55312,98.89738
FL Tobing,1.5,1.55312,98.89738
FL Tobing,32.8,1.55312,98.89738
FL Tobing,0.5,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,35.9,1.55312,98.89738
FL Tobing,148.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,43.6,1.55312,98.89738
FL Tobing,2,1.55312,98.89738
FL Tobing,0.8,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,4.8,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,32.1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,8.7,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,49.5,1.55312,98.89738
FL Tobing,50.1,1.55312,98.89738
FL Tobing,63.1,1.55312,98.89738
FL Tobing,0.5,1.55312,98.89738
FL Tobing,50.9,1.55312,98.89738
FL Tobing,1.8,1.55312,98.89738
FL Tobing,28.2,1.55312,98.89738
FL Tobing,40.3,1.55312,98.89738
FL Tobing,1.3,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,50,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,11.4,1.55312,98.89738
FL Tobing,14.4,1.55312,98.89738
FL Tobing,3.5,1.55312,98.89738
FL Tobing,67.4,1.55312,98.89738
FL Tobing,17.3,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,12.5,1.55312,98.89738
FL Tobing,22,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,4.7,1.55312,98.89738
FL Tobing,49.9,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,7.7,1.55312,98.89738
FL Tobing,2.5,1.55312,98.89738
FL Tobing,2.8,1.55312,98.89738
FL Tobing,58,1.55312,98.89738
FL Tobing,12.7,1.55312,98.89738
FL Tobing,19.5,1.55312,98.89738
FL Tobing,16.1,1.55312,98.89738
FL Tobing,3,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,27.6,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,36.6,1.55312,98.89738
FL Tobing,30.8,1.55312,98.89738
FL Tobing,5,1.55312,98.89738
FL Tobing,17.2,1.55312,98.89738
FL Tobing,15.2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,18.3,1.55312,98.89738
FL Tobing,35.9,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,12.3,1.55312,98.89738
FL Tobing,37.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,3.6,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,5.7,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,49.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,29.8,1.55312,98.89738
FL Tobing,2,1.55312,98.89738
FL Tobing,0.8,1.55312,98.89738
FL Tobing,8.8,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,7.2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,11.1,1.55312,98.89738
FL Tobing,12,1.55312,98.89738
FL Tobing,1.5,1.55312,98.89738
FL Tobing,1.3,1.55312,98.89738
FL Tobing,33.1,1.55312,98.89738
FL Tobing,32.9,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,31,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,26.7,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,23.8,1.55312,98.89738
FL Tobing,35,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,10.3,1.55312,98.89738
FL Tobing,34.6,1.55312,98.89738
FL Tobing,18.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,29,1.55312,98.89738
FL Tobing,15.6,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,37.4,1.55312,98.89738
FL Tobing,44.6,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,19.3,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,1.4,1.55312,98.89738
FL Tobing,2.7,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,15.7,1.55312,98.89738
FL Tobing,2.5,1.55312,98.89738
FL Tobing,16.5,1.55312,98.89738
FL Tobing,7.5,1.55312,98.89738
FL Tobing,32.2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,7.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,3,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,6.2,1.55312,98.89738
FL Tobing,3.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,2.7,1.55312,98.89738
FL Tobing,25.6,1.55312,98.89738
FL Tobing,1.8,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,73.6,1.55312,98.89738
FL Tobing,8,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,165.9,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,2.2,1.55312,98.89738
FL Tobing,4.5,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,2.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,8.9,1.55312,98.89738
FL Tobing,0.5,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,1.6,1.55312,98.89738
FL Tobing,19.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,12,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,15.8,1.55312,98.89738
FL Tobing,11.6,1.55312,98.89738
FL Tobing,177,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,14.3,1.55312,98.89738
FL Tobing,29.6,1.55312,98.89738
FL Tobing,2.5,1.55312,98.89738
FL Tobing,5,1.55312,98.89738
FL Tobing,21.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,55.3,1.55312,98.89738
FL Tobing,9.6,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,8,1.55312,98.89738
FL Tobing,32.5,1.55312,98.89738
FL Tobing,55.6,1.55312,98.89738
FL Tobing,12.5,1.55312,98.89738
FL Tobing,23,1.55312,98.89738
FL Tobing,1.8,1.55312,98.89738
FL Tobing,7,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,89.4,1.55312,98.89738
FL Tobing,27.5,1.55312,98.89738
FL Tobing,7.5,1.55312,98.89738
FL Tobing,16,1.55312,98.89738
FL Tobing,18.5,1.55312,98.89738
FL Tobing,17.4,1.55312,98.89738
FL Tobing,79.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,4.2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,1.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,5.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,46,1.55312,98.89738
FL Tobing,13.5,1.55312,98.89738
FL Tobing,2.5,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,23,1.55312,98.89738
FL Tobing,44.9,1.55312,98.89738
FL Tobing,4.1,1.55312,98.89738
FL Tobing,12.5,1.55312,98.89738
FL Tobing,13.8,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,10.5,1.55312,98.89738
FL Tobing,1.5,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,3.5,1.55312,98.89738
FL Tobing,5.3,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,49.7,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,3.5,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0.5,1.55312,98.89738
FL Tobing,10,1.55312,98.89738
FL Tobing,17.2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,6,1.55312,98.89738
FL Tobing,20.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,92.1,1.55312,98.89738
FL Tobing,62.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,135.6,1.55312,98.89738
FL Tobing,50.2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,69.1,1.55312,98.89738
FL Tobing,28.9,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,36,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,4,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,13,1.55312,98.89738
FL Tobing,2,1.55312,98.89738
FL Tobing,1.2,1.55312,98.89738
FL Tobing,7.7,1.55312,98.89738
FL Tobing,3.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,17,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,2,1.55312,98.89738
FL Tobing,2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,2.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,14.6,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,120.3,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,6.5,1.55312,98.89738
FL Tobing,22,1.55312,98.89738
FL Tobing,81.3,1.55312,98.89738
FL Tobing,9.5,1.55312,98.89738
FL Tobing,1.5,1.55312,98.89738
FL Tobing,12.5,1.55312,98.89738
FL Tobing,18.3,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,4.8,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,15.3,1.55312,98.89738
FL Tobing,7,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,13.2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,44.5,1.55312,98.89738
FL Tobing,16.1,1.55312,98.89738
FL Tobing,27.5,1.55312,98.89738
FL Tobing,0.9,1.55312,98.89738
FL Tobing,25.5,1.55312,98.89738
FL Tobing,7.3,1.55312,98.89738
FL Tobing,33.8,1.55312,98.89738
FL Tobing,76.4,1.55312,98.89738
FL Tobing,135.2,1.55312,98.89738
FL Tobing,22.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,83.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,27.4,1.55312,98.89738
FL Tobing,14.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,19.1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,19.5,1.55312,98.89738
FL Tobing,6.4,1.55312,98.89738
FL Tobing,17.5,1.55312,98.89738
FL Tobing,39,1.55312,98.89738
FL Tobing,1.5,1.55312,98.89738
FL Tobing,17.6,1.55312,98.89738
FL Tobing,9.5,1.55312,98.89738
FL Tobing,9.5,1.55312,98.89738
FL Tobing,2.4,1.55312,98.89738
FL Tobing,1.2,1.55312,98.89738
FL Tobing,27.3,1.55312,98.89738
FL Tobing,1.5,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,29.5,1.55312,98.89738
FL Tobing,20.7,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,47.1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,13.6,1.55312,98.89738
FL Tobing,34.6,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,1.6,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,3.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,33.1,1.55312,98.89738
FL Tobing,69,1.55312,98.89738
FL Tobing,9,1.55312,98.89738
FL Tobing,1.2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,14,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,41.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,13.8,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,11.3,1.55312,98.89738
FL Tobing,32.1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,64.2,1.55312,98.89738
FL Tobing,24.7,1.55312,98.89738
FL Tobing,1.1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,53.8,1.55312,98.89738
FL Tobing,11.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,16.2,1.55312,98.89738
FL Tobing,24.3,1.55312,98.89738
FL Tobing,2.5,1.55312,98.89738
FL Tobing,0.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,9.5,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,2.5,1.55312,98.89738
FL Tobing,111.8,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,4.2,1.55312,98.89738
FL Tobing,28,1.55312,98.89738
FL Tobing,28.6,1.55312,98.89738
FL Tobing,11.4,1.55312,98.89738
FL Tobing,4.7,1.55312,98.89738
FL Tobing,0.5,1.55312,98.89738
FL Tobing,5,1.55312,98.89738
FL Tobing,1.5,1.55312,98.89738
FL Tobing,55.3,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,6,1.55312,98.89738
FL Tobing,26.5,1.55312,98.89738
FL Tobing,25.5,1.55312,98.89738
FL Tobing,5.3,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,2.2,1.55312,98.89738
FL Tobing,76.9,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,9.9,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,15.4,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,2,1.55312,98.89738
FL Tobing,12.5,1.55312,98.89738
FL Tobing,2,1.55312,98.89738
FL Tobing,0.2,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,1,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,12,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,25,1.55312,98.89738
FL Tobing,0,1.55312,98.89738
FL Tobing,7.5,1.55312,98.89738
FL Tobing,5,1.55312,98.89738
FL Tobing,9.7,1.55312,98.89738
FL Tobing,8.5,1.55312,98.89738
FL Tobing,78.2,1.55312,98.89738
FL Tobing,2.8,1.55312,98.89738
Aek Gondang,4.2,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0.5,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,77,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,3.2,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,6.1,1.39894,99.43078
Aek Gondang,1.1,1.39894,99.43078
Aek Gondang,3.2,1.39894,99.43078
Aek Gondang,40,1.39894,99.43078
Aek Gondang,2,1.39894,99.43078
Aek Gondang,101,1.39894,99.43078
Aek Gondang,32.2,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,5.5,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,12,1.39894,99.43078
Aek Gondang,2.5,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,32.8,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,2.5,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,2,1.39894,99.43078
Aek Gondang,14.5,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,5.7,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0.1,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0.5,1.39894,99.43078
Aek Gondang,25,1.39894,99.43078
Aek Gondang,1.5,1.39894,99.43078
Aek Gondang,0.5,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,3.9,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,8.3,1.39894,99.43078
Aek Gondang,1.5,1.39894,99.43078
Aek Gondang,25.3,1.39894,99.43078
Aek Gondang,10.5,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,78.5,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,1.5,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,1,1.39894,99.43078
Aek Gondang,13,1.39894,99.43078
Aek Gondang,1,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0.2,1.39894,99.43078
Aek Gondang,2.8,1.39894,99.43078
Aek Gondang,4.7,1.39894,99.43078
Aek Gondang,2.5,1.39894,99.43078
Aek Gondang,23.2,1.39894,99.43078
Aek Gondang,21.4,1.39894,99.43078
Aek Gondang,51,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,1,1.39894,99.43078
Aek Gondang,30,1.39894,99.43078
Aek Gondang,22.5,1.39894,99.43078
Aek Gondang,1.7,1.39894,99.43078
Aek Gondang,78,1.39894,99.43078
Aek Gondang,7,1.39894,99.43078
Aek Gondang,23.8,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,14.7,1.39894,99.43078
Aek Gondang,7,1.39894,99.43078
Aek Gondang,1.2,1.39894,99.43078
Aek Gondang,2,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,2.5,1.39894,99.43078
Aek Gondang,2.9,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,8.7,1.39894,99.43078
Aek Gondang,11,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,1,1.39894,99.43078
Aek Gondang,32,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,28.4,1.39894,99.43078
Aek Gondang,1.4,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0.9,1.39894,99.43078
Aek Gondang,1,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,8.6,1.39894,99.43078
Aek Gondang,46,1.39894,99.43078
Aek Gondang,1.1,1.39894,99.43078
Aek Gondang,59.2,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,64.8,1.39894,99.43078
Aek Gondang,9.3,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,12.4,1.39894,99.43078
Aek Gondang,1.1,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
Aek Gondang,1.3,1.39894,99.43078
Aek Gondang,0,1.39894,99.43078
